text,label
rajel faker fi cha3b wla fi koursi,0
habtelna version acoustic,0
samuel afum plz si slim,0
sauveur tunisien,0
wa9teh jey a sfax,0
salut a tous les clubistes elafiyea eli tal9ahoum tawa mouch ken nhar titrouetes w belihi famech chkoun ynajim yjawibni,1
oussema thami nour said lejmi ah méed ȝzzǿùz,0
slm 3a9liya,0
a3mlouli abonné tarj3elkom belwa9ttt,0
salloma jibelna etfol hédha d,0
ktabhoulek borhen bsayes statu hhhhhhhh saha slim al3eb al3b kkkkk,0
hhhhhhh mouch ca hadhi tunis 3aych 5ouya,0
haythem kamatchou,0
hhhhhhhhhhhhhhh kkkkkkkkkkkkkk mdrrrrrrrrrrrr haaaaaaaaaa333333,0
kolkom tefhmu fe siesa tawa,0
loool famma ka3ba 7alwa,0
kharjet mel 7iwar,0
qui d jebeniana wla 3amra yeb3ethli msg,0
houssam elbadri,0
raj3ouli 3la msg svp,0
tama mnha walla,1
si slim bel 7kit tchelsi nhar 22 nov,0
haykel dkhil,0
wenha 3al spotify,0
salemli 3la 7yout rades,0
il lui faut un stock de homs et c est fini,0
le 5 avrile bache injiblik idousi mta3i,0
wa9tech raja3 elibya,1
iffa yal3éb zeda fil làx yà39oùbi jmàl akérmi l3àb barcha marat pivo mà3a bén chi5a w 3àda atra7où,0
rabi y7iklamtlou,0
qa3da nchouf raising dion,0
il la plus mr slim,0
oussema zairi,0
sana ba3da l9ada 3la lfased,0
ija lwdlil klhom bch ynt5bouk walh,0
rades mouch melek 7atta nadi rahou melek 3omoumi,0
rajel a3mel hhhh ouine hala3mele el3amlinha we halmachari3 lilbatala,0
hervé renard l entraîneur de la zambie ya si slim,0
l club y slim,0
rana nestanaw fikom fi ain draham winkom ya si slim enti w les hommes d affaires min hna yabda el esthethmar el7a9i9i,1
si slim fama intidabet jdida ou bien nn,0
rajja3 alexis yer7am wéldik avec alexis on joue a 13 né9isna un leader au milieu hatten mizzél triy barcha ma ta3mlouch ghalta w ma traj3ouhech avec alexis comme pivot 7atta koura ma tit3adda fil milieu,1
sauvons loujain ghazouani,0
3lah mariem bethet maya awlaa,0
jaded ll 7adadi,0
iji nhar we yandmou nbara hadhoma 7ata homa matansin bal fa9er mizirya nsa man 3am 1996 lala 3am 2008 mahazouch 7ata botoula 12 ans,0
i 9adah,0
kifech na7i el vu bellahi,1
hhhhhhhhhhhhhhhhhhh rit mahou,0
nice to meet you maria zebbi,0
hhhhh fisa3 walit mousta9il,0
l 4alia,0
chkoun jay mn 90 min,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh malla th7oukke elliilla hhhh liga tjibe kammell ebni hhhhhhhhhhhhhhhhhhhh,0
hhh je tardou 7oussin jnaya7 mad5alech lel hotel,1
salem ken tnajem t3awen mest7a9 flous hedha noumrou el compt 009 515813 7 et mercie,0
hhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhh,0
baad lamitouhom ekom lflous,0
laamari eshlou alih la journaliste de la presse samira dami,0
hiz tayche oi zidhom elhaj mas3od,0
ray cab qui merite la deuxième place w moch mzeya l3abtou le3bba fil bureau fédéral ama el bnazarteya we9ffou wa9ffet rjél w la3binou la3binou el playoff bel 9noun zeda,0
rajel rajel chofe kifhe youbous fi wld tarji,1
rabi yéhdik walla nsé bléch,1
slim ye rye7i slim ye rye7i,0
hhh leclub 3mal menha page hhh ma3labélna b si flén,0
sayer 888888 w nchallah rabi m3ak,0
hata hia les éléctions kriba,0
najem naati rayyi fil 7al9a loula,0
netfarjou fi denya o5ra,0
wa9teh mrawi7 inchallah hhhhh,0
houda houda,0
raiss al7oukouma ikhtara 7izeb alwatani al7or donc houwa al7izeb althi sayouchakil 7oukoumat alwi7da alwataniya wa natéij alintikhabétte attachri3iya molghatte chaklan wa mathmounan,0
si slim tebni mal3eb wa7dek 5ir walah ta3mlou kif mat7eb whanou ywali mta3na moch 99 ans,1
ye mhasen heyy,0
hadi 3amila li al imarat ben zaiad wa ben salaman wa sisi in9labi,0
hez i héz,0
nizar chneya elli y5allik t9oul hakka,0
slim yé riahi slim yé riahi,0
raja3 libya hhhhh,0
belhi hedhi fama awled mofida 6 wale le,0
ha slouma winek hhhhhhhhh,1
haythem glenza,0
hhhhhhhhhhh 3id ezzanatire,0
wa9tech sar hada,1
la3ba siyasiya,0
saya na5ebna slouma,0
wa9tech t9adem tracho7 mte3ik,1
haroun jaouadi,0
raja3 djabou w tared samsara w mejdi lekhlifi yar7em bouk,0
asma3ni 5awla ana na3ref n8ani w nmthel kifech najem nji lbarnemj ithak ma3ana,1
thammech 5 mlayen slaf,1
rais lbled,0
saybou erajel ye5dem b da9alb w rab w kol chay wa7da wa7da el jam3iya feha barcha 5maj w joueretna mahomech rjel la fel foot la el hond 5aliyouh taw yikbeshom w yisafehom w nchala rabi m3ana w borjouliya yilzemna 2awel 7aja coach behi w gardien m3alem w weled jam3iya zeda,1
salifou non slouma,0
hatem jeridi,0
khawla soleimani rak as soon as it continued,0
wa9tech tebda etournou hadhi,1
hhhh zaama nty tekteb wala yktboulek,0
selmane voilà le lien,0
houf faha bida,0
itaswera mrakba tekbou,0
sorry 9asdi gouvenorat de kebili,0
hhhhh hhhhh hhhhh ça hhhhhhhhh,0
oussama haddadi,0
rabi yehfikom,0
rani tmenite tkone raise tunese eme mtslemech rahi lik metjaibniche rani m3ake o rabi m3ake si non jana7re9 rani ma3adche el mote jire si slime jalik m3ana ena m3ake 3andi emle bech nbedle fkrte,1
slim riahi 3awan jam3ia mais ca mouchklotha mouch flous mais bureau,0
il jmaa fi marche il khodhra kalou moustawa,0
hhhhhhhhhhhhhhhh tztm,0
ramzi sakkir el bab wrak,0
lezem points fi owel match,0
salam 3alaykom elbereh emchit bech nentakhab fi franca fel ewrek elm3alkin warket cpr n 21 malkitech esm ci moncof marzouki c normale wala la merci,1
hhhhhhhhhhhhh etcha7toui terb7ou mdrrrrr,0
slm n7eb n9ul 7aja lennes lelli t9ul slim rye7i tama3 ferriesa hhhhhh awel 7aja errajel fech bech yatma3 flus macha allah rabbi yzidu wken t7eb eddawla ysallefha normal 2 errajel 3andu fi mo5u wm3ah kwader y7ebbu ye5dmu lebled men chabeb tunes errajel 3andu barcha machari3 bech yna99es melbtala 4 3andu homme dafere s7abu must3addin yestatemru fitunes wberrasmi wa9tha twalli mochkelt lebtala tna7at men tunes chuf bellehi na7iw ennu presidont mta3 leclub w5ammu karajel y7eb ye5dem lebled kahaw kol mkacha5 wkol sfa9si wse7li wmeljanub y5ammem fimosta9blu wmosta9bel awledu ok wrabbi ywaffa9 elli y7eb ltunes l5ir,1
hamza hosni,0
pouuur fawzii benzartiiiiiiiiiiiii,0
hethi imen ayedi,0
si slim bellahi goulelhom ysal7ou le fréquence mta3 ettounisiyya tv rahi vértical mahich horizontal,0
les 5 presidents de sections foot hand basket volley et natation lazemhom wled section w kol president m3ah directeur technique,1
raja tarja3e fi safkat al5arbi manch sbitar,0
raj3elna wesleti,0
nhebou talen mouch 2asami kbira kima 9al mrad mahjoub,0
rajja3 izikel wjib attaquant wa7ed a5er sadda9ni ilboutoula fijjib raho izikel rzib 3la ay defense wtaiech slama l9azdeoui 40 match marka bountou,1
slim inti mitrobi ama homa rahom kléb w y7ebo l ysama3hom ma yakrho si slim le club aména 3andek ma tsayebha ela ma thiz m3ana titrowét el kol,0
hhhhhkkkjjjhhhhhhjjjjjjjjjhhjjjh tititititeeeeetaaaaaa,0
sofien si vous voulez faire un bureau a el alia à bizerte veuillez me contacter et merci,0
iltawa nestanaw fil ela79i9a,0
package 1 night 2 days 168 000dt 189 000dt 26 000dt,0
ramos ya weld jam3ya ya 8ali w rasek tawa la yenfa3 fiha dinar libi la welou taraji hya lm3alma w lbe9i lkol hhhhhhhhhhh,0
yousr billhi bich nis2lek la marke catrice behya wlla fil fondation,0
sli riye5i fa5 chkoun,0
homa mhabtinha fe el page mta3hom,0
sghari voici l adresse mail valide actif cpr tn,0
rakkez m3amhom inta mahou 3andek leflous,0
jenjoun soutou ki kafon w 4lfa soutou kima kazo,0
steven ca,0
slim riahi ever mehme ti5tar nida walla nahdha slim i5tar ca w ken s7i7 alors kif yi5tar nida me houch 4alat,1
nechala kol ou nahnaa bekirrrr,1
lazem attaquant 9wi en pte heka eli ne9is ejam3ya nchalah men5aliwech rwe7na le5ir la7dha m3a mbenza ou alexis,1
jadid lidjabo,0
slim m3a weldou kbir,0
lyoum fama ma3redh fil kram,0
jaded ldjabø,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh piratolo safhet fb ta3o,0
hawka brcha seriesett,0
hhh larobbama,0
saïd neji ha ha ha,0
hoüda sinorita,0
hassen salah,0
sala7yetek tasma7lek bech ta3mel bal3a m3ah,1
rabi youstour whouma yafdhhou fama ma7akem y7elou fiha mechekilhoum 3alakal yekhtar mewdhou3 ma3koul chey yamsakh wzid ya7amel chou3oub fi takti3 wetaryich welghayba achad mina el katl el 7ouria hia 7tiram kbal koul chey,1
taw mechi fibélk fama tounsi béch ya9ra hétha lkol o o,1
med oueslati yo9roblek,0
illi yhimni ca w bessssss siyassiyan ma yo9na3nich,0
hhhhhhhhhhh el 3ame el jeye charafi w ben 8arbeya fi gelbo,0
lazemna entreneur w attaquent w milieu w 7ob el maryoul,0
sama7ni si slim,0
slim ya ryahi wa9tech ta3mel tala 3la ain draham,1
hhhhhh ppff,0
salem 3alikom w ra7meten mine alah w baraketou b2azka el selem w a7la el kalem n7ab nouteleb menek si slim besmi w asem mou7abi club africain fama mla3bi kbir fi courp d afrique asmou sala7 el dine said mla3bi kbir w yal3ab fi mountakhab el atheyoubi w en plus maykalafech barcha mla3bi kima haka nchalah yweslek el msg w toudersou el mawdhou3 enti w lajena el faniya w nchalah si najib ghoumidhe ychoufou w ytab3ou fi coup hedha,1
inta m3,0
yar7am boukom mizelt 7il9a o5ra,0
rami bousselmi haw 9alik abne2i hhhhhhhh,0
salat elguiyed fi elmawassim wel a,0
hinma tohariron djerba mina elyahod taklamo 3ala filistin laysa lakom elahak an tatakalamona 3ala arthi elamakdis,0
slim lifriki,0
khaoula ana journaliste radio mestir plz hchti bikkk akid,0
hhhhhhh y,0
rararay hhhhh hayya itaybelhoum hhhhhhhhhhhhhhhhhhhhh,0
hatha licina 18 janvier,0
hichem barhoumi heya hahahhahahahahaahha,0
hichem khiari,0
quand il rentre,0
real wela lbarca hhhhhhhhhh 5ir,0
hamza chkir,0
si slim chewyya lahwa bel hb bb,0
4m vue,0
hand basket,0
salah bt mechin mechin,1
kouki 5sser ken matich wa7iid w na7itouh batiil w binzarti dima yeda5iil club africain fii777t lakin joumhour club dima ye7iib jam3iitou lakin sabrouna taal bercha w ni7ibou rjjel fi terain,0
île eseyed slim ene hamadi mekteb eleti7ed elwatni el7er sidi 7seyen koul 3em wente 7ay belf 5eyr em fil y5es lfreki ça 7et wled jem3eye houle élu y7esou bik 3ele5eter ene 5edmou m3eye fel7ezeb y7eboy ken 3le flousek ewlen ente tew 3endek 5ebre mecheleh 2 élu chedin m3ek mesoulin lekter koulhoum m en lesbures teraji nadaf nadaf rabi m3ek,1
rana 5arjna france,0
seif allah dakhlaoui zid lawej fi 3a9lek hhhhh,0
hassen ultra leader,0
nhebou ijra2at fawria lelbtala surtout les maitrisards car bel7a9 le chomage est pénible elwa7ed fad fad fad rabbi ykoun fil3oun,0
rajel mahboul,0
svp lien,0
inchallah nkamllou bilel mohsni yelzemna mallet fil axe,0
aman palette mnin,0
rassi oujahni m en cv mtehouu koltelkom des le 1 er jour rahou mhallemmmmmmmmmmmm,0
chy matbadel kima sampson kima sampson,0
ommek ommek bouk bouk el benti betti w chouk chouk,0
waktech tahbet hethi,1
je vais tacheter a tapis a bagage car tu n auras plus l occasion de faire le con wal hmdl dawla bdit tabek fil kanoun 3al fassidin,0
rais koura ma choufnech elboutoula,1
samedi je suis en tunisie inchallah,0
slm brabi mayda5lou ken fou9 18 sne l match ca w psg,0
saieb rajel yekdem la ah alikom,0
slim n7eb nechri tayara,1
slim juini,0
slm 3lykom gouloulne tw wa9tech resulta de concours 2011 w cirtou resulta de concours de groupe chemiq en guebes eli mn mars 2011 nestenou w ltw mefeme chey brabi 5arjoulne 5bar 3el mawthou3 hethe bech tetman le3bed w tethene et mr6,1
wenty chbech ta3mel,1
tawa siyasi wela kawarji slim ria7i,0
el lahn yechbah l ghoneyt tekno f pana,1
rajja3 djabou w jeb entrenair ma3alem,0
w9th yebda,0
racine mousaik,0
pub page ca,0
slim malgré badelt el publication ema lmsg wsel,0
rahou ahna kif manahtrmouch manach mohtarmin wenas hachai mochfahmin,1
taba3 molka ilmisawi taw tal9a ilijeba,0
l9otb sur tout,0
hassan hhhhhhhhhhh,0
raouia adnen haw ba7dhekom,0
win leblassa,1
sammiha attounissia d echaab,1
lazem 9orbi w baratli fil west w zidhom prince tagoée attaquant w francis blaset hethli,0
wa9teh t9addem rou7ék 2m1 dernier délai,0
saif bel haj ali aw sa7bek,0
hanen el ayeb tfarj,0
slim riahii lyoma fi marshii gro,0
jandouba 51,0
sahha ennoum,0
eddenya athwe9,0
sanfara 7aja classe yasser ama gati samahni rak out,0
hhhhhhh hhh,0
yeki chkouni etofla kater etchabah barcha lsalma mahjoubi,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh slim ria7i yetmenna fel5iir lennes hhhhhhhhhhhh,0
l décision de la chaine dhahra madem fasa5tou l video promo mel insta,0
ech ma3 yddek,1
3la ases hya t5dm fi nessma,0
saye inta5btou sliouma 8,0
hhh mech met1ked merebe7 wala,1
sakou w rawah,0
rajja3 montassar,0
kolkom walitou ti3bdou tounsia w ila 5dhitouha waf9a rana mikom la tanssawna,0
si slim brabi chouf model heda n7ebou maryoul ejam3eya kifou inshallah,1
chnwa marque montre mta3k svp maryouma,0
haoui sahebik,0
wach raik,0
slim iariahi slim iariahi slim ia raiahi jibilna bagded bounjah,0
pooop ca,0
l9arar hedha mahouch khayeb mais mahouch 7all,0
wa9tech chtji l almanya plzzz,1
wa9tech tji lgafsaaaa,1
sahlyano anouer braik,0
brabi chkounou kais ena mafhemtech hattal3a,1
hhhhh pas vrai,0
bech netfarej fi denya okhra,1
sma3t saybohomsayé,0
l9ds 3asimat filiatin wsatadal lilaba 3asimat filistin,0
hassen khalfet,0
jadded li djabouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,0
kol chay iji illa raiis ti howa ca ma3rafch ysaierha ness o5ra tsaier fiha w houa yedfa3 fil flouss 5allik dawla ti yzina man8altouch b3adhna 3ayechcom 3le fikra me nentemich l 7atte 7izb,1
rabit m3ak slim rak chad daoila ismha efriki,0
raja3ilna monta,0
se7i7a la7kya tawa w la kel 3ada,0
hhhhhhhhhhhhhhhhhhhhhh looooooooooool,0
rajja3 rajja3 montassar rajja3 rajja3 monta,0
sayedi ra iss al joumhoureya wé a3dhaa al houkouma achar3éya,0
salam 3la helaa,0
rawa7t d,0
rabi yosterna ana ma3mri kan tfarejt fih lbernamej ama nesma3 mel 3bed ye7kiw eli fih barcha mahazel,0
hosni salihovic,0
île eseyd slim ryehi tchof hak jwer élu yel9b fi sokra wek9b kontr eterji,0
aaa ra3bti,0
rejoidre ce groupe,0
jalsa ta9yemya,0
raje3 montsar raho mafikm 7ata wa7ed yfham koora,0
hab nafhem ntom taw d5olto llhabs ama bayrem yhlem blhokem wala mzal msrach ada kol,0
rabi yahdi wana kiritha dh hakit ou che5it 3alih ama yilzimna nehtarmou il 9anoun winas il koul hamdoula labas wil 9ana3 mafamach la3bad tfakir chwaya 9bal mata3mil haka 5atir ntihar hadha ou la yirbah la fidinya ou la fil a5ir,1
si slim arjou menk ziyaret madinet teboursouk welayt beja upl de teboursouk 3ndo 3det machari3 lik arjou menk si slim ziyaret madinet teboursouk merci vive upl vive ca merci si slim,0
kifeh najm nahi el vu mteeei,1
jaded lel ya39oooooooouuuuubi yarham boooooooook,0
hamza dzou souid mohamed midou,0
s v arabe,0
hamza bakri,0
slim riahi bech terba7 na7i el mofyaz9a eli m3ak ali kthiri beja,1
hind mons samih,0
slouma n7eb 3la hedhi tawa,0
wa9tech iji el marzou9i lel mestir,1
koun dhib la teklek dhiyebba,0
raja3 montassar w youssef,0
samt inti5abi,0
hicham aderdour tu l a reconnu nn,0
hhhhhhhhhhhhhhhhhhh takbiiiiiiiiiiiiiiiiiiiiiiiiiir,0
si slim n7eb nkalmek en privee kifech enajjem net7assel 3ala noumrou telifounek c tres urgent,1
tawa sma3t page piratée,0
si slim madabina nhar derbi tkoun 3alamet palestine,0
on dirrait kafon yghani,0
chakon 9abl 1m,0
wa9teh nal9awk f ettasia,0
jadedelna lel,0
hhhhhhhhhhhhhhh hhhhhhhhhhhhhhhh hhhhhhhhhhhhhhh hhhhhhhhhh,0
hhhhhhhh hazou lcaf,0
hhhhhhh trateb f sirra d,0
l9 adhiya mech fesando9 l9adiya felmkhakh,1
pub gratuite,0
fammech parole,1
wa9tech bech yji lel sfax,1
jaded le djabou,0
ija zour lmanate9 l7oudoudia fstra chy nadeb,0
raj3elna lou7ichi 3malna preparation ta7founa 3amnewel wmatchouet amical contre toulouse w guimares mouch contre lek3alfaa ykawrou bechmeta,1
hhhhhhh x d,0
slim inti 3indik barcha flous rabi iyzidek ama notlob minek a3mil machari3 lichabab wo5rij mi siyasa,0
slim siala,0
jak boujneh,0
salam m3a i7tirami lik si slim une point de vu etwansa i7ebou 3oroudh bech imayzou bin l7ezeb elli isa3d lbled welli maysa3dhech maw ki manl9ouch 7al lelyoum n5amou fi 8odwa mouch nab9ou fi lyoum,1
oussema dridi hhhhhh kifh tawwww,1
rajél li y7éb léfri9i 9ollou mar7bé ija wa99afha 3lé sa9éha kolhom bassassa famma barcha kima l3atrouss,0
fama i3ada lel halka matfarajtch,0
borj el amri,0
sahbi yekhdem fi hotel hekeya shiha 1000pour 100,0
wa9teh yet3wed felil,0
li jey men live khanchour ya3mel like,0
il maillou mte3k mnin svp,0
lintidabat ya si slim bilahi shnowa jdid,0
slm ana sabrine nheb nahki m3a mrs slim fi mawthou3 hasés akid 44280806,0
ina ismi mohamed haboubi mil mouroj min 3am 98 tnajm t9oli tést mté3 club affricain please,0
hosam ghaly joueur el ahly est libre ken tjibou akid yenfa3 l ekipe,0
rabeh zidi,0
hhhhhhhhhhhhhh ezzantour yeb9a dima jabri,0
ti gololi tarajji alach tal3ab hia,0
raja3nè montasr,0
salim garali chkoun nsada9 ena taw,0
chnia el kelma,0
jbilna kapongooooooooooo mta3 mazambeeeeeeeee,0
kif techri pnl m en jumia,1
slim ya riya7i slim ya riya7i lil étoile w tarraji,0
sakna fenaaaaaaaaaaaa,0
hichem ajbouni,0
raje3 7sbtek ya m3lem rek 9a3id teslah b nch,0
jaw nwfel atac,0
ragad tfaoith fih tarajit 3indha chhar,0
sbarna 20 sna 5alli tauia m3a insan 3ina rih kol thika,0
hhhhhhh bee3 talvza we chra video,0
invit jam3iya,0
si slim brabbi ija l ain drahem,0
rana wallahi n7ebouha le club ama il jam3ia elli mat7ebech joumhourha,1
sala7 ejam3ia w5arij simone wraja3 rusike,0
lili y7ibou ilkoujina wtma5mi5 mara7ba bihom fi hal groupe,0
rajjoulna moez ben gharbia lspow a3mlounna programme behi merci,0
yekhi saye wfe awled moufida lyoum l7al9a l 2ekhira,0
wa9teh bech tzouur sfax,1
version complete,0
rana n7bou ensadkou ama malina n7ebou elfe3el eli yendbou 3lih enes 3andek elflous w jeh ma3neha a3mel eli ma3amlouchou ili gablek 5alina nbadlou nadretna nchalah sms mte3i yousel,0
si slim jewebna brabi ahna fe ezzahra nhebou nentakbouk we mena3rfouche makarkom wine,1
j aime 3la page hedhi please,0
lezib l3bid hedhoum wt3akbo 3al 5atir mahomich wtanyen wmy7bouich l5ir lbledhom,0
saihat nasiha,0
hh 9alou slouma w,0
kolna hzena walah,0
hhhhhh d,0
il ny aura pas un metting a tunis ville,0
koul chay biyadi allah,0
inchalla ya3ti le,0
sawrouni w ena nebki,0
masbaghtihch noir,0
package 1 night 2 days 132 000dt 144 000 dt 39 000dt,0
kol bassa b oudouha,0
taswirit lhistorique b3aththalik fi message priver,0
slim tawwa fi lwataniya 1,0
lmaw9ef mil mirath ra2y cha5si whetha mahouwech maw9ef il 7ezb bima anno mazel ma d5alch fi hweyej techniques wki yed5el fihom mech ye3tamed mabda2 siyedet e cha3b mouch siyedet l marzouki,1
wa9tech tit3ada il l émission 3ad,1
wa9tech narj3ou lvirage,1
tata baya,0
il va arrivé le bus de ca h,0
hani 9assit tawa si slim 571,0
dar dyfaa,0
raj3 montaser liw7ichiiiii,0
slim raiiis au moin m3ebi mestanes belflouse m3ak slouma,0
imed riahi kalana dohka el bereh,0
galb dhib bech yet3adee fi wataniyee muuch fi lhiwar,1
hhhhhhhhhhhhhh fi il 7atifal bi 95 diribi bidouni roukaniy machaya ma3akom il 3a9aliyaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
inscription gratuite,0
rani wallite clubiste wallah,1
jadded le5lifa w raja3 mountsar w bel9aroui w 5ali tijani,0
wagtech illila y3awdouha l7alga,1
raouf betha driss hassiaoui hamdi ben rekaya,0
kn ta3mal mziya 5arej saif jaziri w saif t9a mn ijam3iya,0
hybet el ca,0
si slim brabbi n7eb nes2lek inti oumourek cv m3a eddawla wem5alles 2ada2atek,0
hadhi wa9tech,1
si slim 3leh pa moin ke 20 ans les abonnements,1
régisseur behi waxial 2e5er m3a l3iffa,0
hatten baratli,0
hassen étoiliste,0
même après taouataoua,0
nhebbouk w n9adrouu macha3rek ama nzid nehtarmouk ou tekber fi 3inen jomhourek ken t9oulelna farrk chkoun,0
il faut zouhair dhaoudi au parc à ainsi taha yacine khenissi,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh yhebu yhezu lboutoula thézou,0
hhhhhhhhhhh amine hâythêm,0
si slim brabbi ahki maa kasouni,0
rami rmili aymen mrah ali khelifi,0
waktash thelha rawda,0
ibled a3le het cv,0
raja3 alexis fih el barka,0
hhhhhhhhhhh 7ata binzarte w charafi jirene hhh,0
warrina l résultat,0
rami fathi choufoulna minha mp3 khali l président ihotha sonnerie fi talifounou d,0
il va faire alliance avec michel 3aoun,0
un local à ezzahra svp,0
rajaaaa3 djabou o jiiiib lya39oubyy yé riaaaahiiiiiiii,0
rajaa3 montsar w taa loumour tetgad mochkletba mich fi entreneur idaara w 9afefa li dayrin bik bzayed raay ham3iya mechiya w twa5iir et sur tt pas ma3loul mayod5olch lil parc maknich bebe jhanim thal 3lik,1
tu vois que kouki peut faire q q chose,0
rajol a3mel bidoune a3mel hdha rajol 8medh,0
lya39oubi w men tawa w howa eli ya3mel lentidabet w ya5tar ejouwaret,0
ykhi drk fiha wlad mofida 6,0
waktache tit3ada jam3itike fil ben sport,0
kol tounsi ra2is 3le ro7ou,0
la5soulna el 7iwar ma3a echoukr,1
rabi yoster mn sa7a s7ourkoum d m3alem,0
hanou jammoussi,0
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh looooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooollllll ya slim ya bazzoula a5tak mil koura ya weldi,0
rediger arabe,0
najlabenabdallah official,0
saye kont tawa nenta5ab ra9m el9ayma 33,0
lkora fi tounes,0
hedfi wissem,0
hassen rouissi,0
sare infijare 9orb 9aber rasoul matklm had,0
application litsawri biha stp raj3ili,0
yazi ya lotfi,0
il va reste seulement le president de ca,0
regardez moi,0
mehouch kais,0
brabi yosser chnia lhaja el tghazer w twel ch3ar,0
salut bellehi ya si slim 3àndi message n7ebou youselk w ta9rah,0
blhy chkoun yetfaker l application li tged biha tsawer li hket aaliha lmara lo5raa,0
wa9tch heur,0
salut bonjour,0
sauf eljanoubia 3adetha ejneza mte3ou w7ket 3lih wdemain inchalah bech t5asaslou 7isa wta7ki 3lih à7h je pense allah yarhmou,1
waktech fi l avenue elyoum wela fetet,1
slim wela 4iro,0
in5aliw mrawilna lo 9dom inkawrou bihom fi tunes ou na3mlou mrawel deplacement kima fil europ,1
rchid w montasar wel3elmi yelzem yab9aw,0
ma3naha ma3adch fl hiwar tounsi,0
illi mechi lel park ellila ya3ml j aime inchallah nkouno 20000 fi seance mte3 entrainement bch tkoun seb9a fi tari5 touns w nwarouhm cha3b lefri9i kifech ye7mi elghalia viva ca,1
sarah najar proche d un détenu,0
makhtouba waliit ghadii,0
elii ghlot yet7asseb ken ghlot tawa tet7aseb,0
la 9bel konet tsefer m3ahom,0
slim divorce,0
sali 3annebi ya weldi chbikkk ye5iiii hamra w bidha couleur yejri fi dami,0
sangahor mte3 beni yes il2imarati,0
irja3itt bach itkawrou l i chahidd,0
slim riahi 9al eli bech na3mlou idara s7i7a t7ebelna 3ala la9al 3am w bel7a9 klamou s7i7 eli fatou el védio yetfarej,1
chkoun selecao hneee,0
inti rouna ilrali,0
ih chnowa 3maltou fi hal li9a2,1
sayé fi taraji ya 7ouma dmg wlh,0
sam7ni si sliem nehb na3ref ma3na el 3a9lya fi 9amous nadi al 2fri9iii,0
voir la traduction,0
rak wellit ki m3ammer el kaddefi,0
listana 5ir mli ytmana,0
ch ch9awleq bro,0
sale7 thebti sera9 ya slim jib we7ed ideri ye5dem kima basem mehri we 3bed t7eb jam3iya,0
raja kamel iddir,0
hoa 9al itha 3malet l jam3aya mada5il 9ara no5rej,0
sbhen allah jet masti9altek wallah ghriba ama slim wallah la 5sar chey,1
hkeyet stade lel club win weslet,1
lwakt brabi,0
raho mezel 7ay memetich hhhh,0
si slim 3andou 14 avocat,0
slim slim ou tonpi,0
wald 3ami,0
slm si slim ken ta3mil mziya otlobni 3aychek appelle moi stp call me please,0
raja3 montasar yehdik rana mechin l division 2 idha twasel haka,1
savedir koi mafemech 7al ena fech 9a3ad na3mal et tu peu me donneeee nr de certain responsabl en tunisie,1
nassim fahmna ida kayan sions 6 3ychk,0
raj3oulna 9ais el bedoui 5oya w lclub tarja3 kif makenet,1
nes5ayelha saha chribetkom v,0
raja3 montasar w ba3d ilma7jbi,0
salifou ma3lem 2 pogba estanouh,0
pourquoi cette photo,0
hhhhh madem famma swa7liya fi hal lebléd liya wlikoum el 3alii,0
ey kifa na3rfou lfar9 bin l7al9a loula vrai wel faux ena ma3andich watania,1
seyid slim ena orid an atisil bika wa lam astati3 arjou minka an tasma7 li bil itisal wa chokran,0
kn mejech ne9es chwaya wa3ey raw cpr je louel,1
kuia slim ekippe the b el kaf,0
haw elrye7i bech ibayen 7osn nitou notlob minek t3aweni bdar w ija chouf win 3aych 22783 714,1
ye5i msawer fl mexico,0
hhhhhhhh chkaun yo5rj ti fi9o le club mahau 5arj menha ken soltani wala m3ah we7d e5r wtfakrauni,0
mahdi mashfer wino,1
verifiez ce qui se passe a jbeniena,0
hhhhhhhhhhhhhhhhhhhhhhhhhh barra na7ih statut tawa fe9t bih,0
